timestamp_ms,emg_adc,emg_rms,flex_thumb,flex_index,flex_middle,flex_ring,flex_pinky,fsr_thumb,fsr_index,fsr_middle,spike_rate,membrane_potential,servo_angle,gesture_class,gesture_id
63380,550,0.538,824,513,721,778,607,193,197,223,0,0.196,48,U,32
63390,647,0.632,753,544,625,634,812,143,81,85,1,0.237,100,U,32
63400,575,0.562,831,540,865,854,854,133,236,127,0,0.159,116,U,32
63410,621,0.607,859,888,807,756,544,197,119,90,0,0.126,91,U,32
63420,728,0.712,720,721,538,543,812,120,118,227,5,0.646,61,U,32
63430,745,0.728,502,700,888,811,822,168,239,176,5,0.631,80,U,32
63440,660,0.645,608,510,594,631,592,133,200,81,2,0.286,117,U,32
63450,617,0.603,799,689,627,849,838,98,238,141,0,0.135,54,U,32
63460,635,0.621,674,839,880,506,884,101,136,173,1,0.244,112,U,32
63470,587,0.574,747,883,575,640,596,222,159,177,0,0.186,112,U,32
63480,597,0.584,514,854,795,785,867,102,88,239,0,0.045,74,U,32
63490,722,0.706,771,787,780,849,792,116,242,124,4,0.582,47,U,32
63500,724,0.708,791,617,837,858,893,80,222,175,4,0.526,118,U,32
63510,680,0.665,614,787,754,647,555,157,178,183,3,0.387,81,U,32
63520,733,0.717,674,651,796,503,575,80,93,217,5,0.707,75,U,32
63530,671,0.656,547,517,588,831,815,235,88,231,2,0.412,59,U,32
63540,576,0.563,600,698,582,553,841,161,222,176,0,0.006,90,U,32
63550,746,0.729,670,819,890,501,785,131,180,182,5,0.652,72,U,32
63560,673,0.658,575,893,553,830,596,227,84,103,2,0.411,71,U,32
63570,655,0.64,543,705,779,617,767,164,194,104,2,0.278,90,U,32
63580,621,0.607,528,524,586,686,599,219,219,161,0,0.191,87,U,32
63590,661,0.646,754,552,534,868,654,146,130,184,2,0.437,58,U,32
63600,564,0.551,643,854,568,698,584,248,109,226,0,0.116,85,U,32
63610,573,0.56,676,686,769,713,794,87,159,160,0,0.128,108,U,32
63620,741,0.724,680,553,664,517,776,121,144,215,5,0.609,78,U,32
63630,746,0.729,686,765,690,762,534,170,121,167,5,0.767,68,U,32
63640,551,0.539,524,693,793,558,605,86,187,120,0,0.096,113,U,32
63650,643,0.629,779,791,835,893,776,106,134,164,1,0.189,44,U,32
63660,608,0.594,829,789,551,889,641,138,136,199,0,0.046,76,U,32
63670,581,0.568,775,625,712,836,688,188,131,167,0,0.141,87,U,32
63680,650,0.635,815,645,875,704,674,205,91,181,2,0.388,79,U,32
63690,741,0.724,774,586,739,855,654,159,86,156,5,0.611,94,U,32
63700,708,0.692,638,729,821,566,597,193,239,231,4,0.514,52,U,32
63710,730,0.714,721,520,714,643,890,163,191,205,5,0.718,117,U,32
63720,654,0.639,575,868,530,859,823,247,106,216,2,0.338,115,U,32
63730,565,0.552,699,866,612,512,559,158,216,199,0,0.114,71,U,32
63740,702,0.686,668,781,608,883,837,115,176,163,4,0.674,42,U,32
63750,711,0.695,761,658,726,659,797,136,152,125,4,0.675,95,U,32
63760,707,0.691,663,781,549,629,861,187,86,234,4,0.652,119,U,32
63770,703,0.687,820,501,705,729,834,143,179,139,4,0.506,48,U,32
63780,555,0.543,544,831,679,605,821,233,227,208,0,0.12,92,U,32
63790,579,0.566,509,608,649,784,824,215,218,233,0,0.063,58,U,32
63800,585,0.572,683,764,634,517,636,213,124,229,0,0.042,118,U,32
63810,636,0.622,708,723,752,659,728,200,223,209,1,0.217,106,U,32
63820,563,0.55,731,526,836,828,509,172,211,164,0,0.074,41,U,32
63830,638,0.624,620,529,508,628,811,135,140,124,1,0.179,52,U,32
63840,694,0.678,673,548,742,589,599,172,97,90,3,0.558,112,U,32
63850,732,0.716,595,725,886,603,643,216,147,81,5,0.621,61,U,32
63860,726,0.71,648,829,842,718,682,83,137,197,5,0.743,98,U,32
63870,662,0.647,696,728,859,884,597,127,100,238,2,0.416,97,U,32
63880,640,0.626,762,883,804,715,752,178,110,204,1,0.254,86,U,32
63890,584,0.571,533,730,514,833,840,150,160,249,0,0.007,57,U,32
63900,613,0.599,528,873,870,509,772,239,194,163,0,0.008,85,U,32
63910,605,0.591,816,858,799,721,603,153,111,200,0,0.158,92,U,32
63920,550,0.538,858,617,717,529,764,187,112,105,0,0.174,81,U,32
63930,645,0.63,538,816,747,802,803,240,234,236,1,0.212,58,U,32
63940,648,0.633,610,783,765,861,643,179,80,197,1,0.177,43,U,32
63950,681,0.666,614,818,790,615,800,136,200,231,3,0.415,59,U,32
63960,715,0.699,651,711,779,825,601,206,197,104,4,0.539,108,U,32
63970,697,0.681,501,838,508,690,622,183,162,188,3,0.514,107,U,32
63980,560,0.547,605,716,627,785,837,194,228,230,0,0.058,100,U,32
63990,723,0.707,773,817,743,672,816,138,242,189,4,0.599,61,U,32
64000,600,0.587,564,898,867,751,797,227,122,81,0,0.041,116,V,33
64010,723,0.707,881,799,736,652,790,242,144,238,4,0.574,67,V,33
64020,615,0.601,559,678,735,686,704,224,194,147,0,0.036,77,V,33
64030,603,0.589,831,671,709,626,657,189,167,192,0,0.138,93,V,33
64040,617,0.603,525,827,587,606,736,135,148,159,0,0.136,103,V,33
64050,675,0.66,860,814,524,526,854,101,126,201,3,0.474,94,V,33
64060,663,0.648,819,873,864,598,582,87,186,234,2,0.361,108,V,33
64070,710,0.694,723,712,637,861,643,90,98,131,4,0.677,116,V,33
64080,649,0.634,595,838,834,665,883,165,128,156,1,0.141,88,V,33
64090,732,0.716,649,549,839,623,518,170,151,225,5,0.64,49,V,33
64100,718,0.702,598,898,875,522,575,192,106,85,4,0.593,63,V,33
64110,739,0.722,822,569,833,797,815,162,166,212,5,0.736,118,V,33
64120,731,0.715,646,700,570,523,860,159,217,228,5,0.753,54,V,33
64130,620,0.606,891,747,604,551,757,229,198,197,0,0.196,43,V,33
64140,556,0.543,500,838,685,689,849,193,134,196,0,0.035,52,V,33
64150,680,0.665,771,844,866,876,886,177,210,248,3,0.368,68,V,33
64160,697,0.681,776,647,847,802,590,123,193,168,3,0.535,41,V,33
64170,734,0.717,587,724,646,589,668,146,170,93,5,0.689,59,V,33
64180,702,0.686,883,887,556,501,565,168,190,166,4,0.641,60,V,33
64190,638,0.624,846,551,702,708,873,222,194,110,1,0.271,101,V,33
64200,670,0.655,603,543,690,832,746,97,124,187,2,0.276,78,V,33
64210,661,0.646,705,856,830,595,779,196,184,118,2,0.274,111,V,33
64220,632,0.618,666,723,776,778,553,243,222,209,1,0.128,115,V,33
64230,715,0.699,564,729,805,616,739,166,80,100,4,0.54,96,V,33
64240,727,0.711,717,533,836,553,531,211,109,174,5,0.794,57,V,33
64250,578,0.565,895,770,578,808,734,221,182,225,0,0.096,77,V,33
64260,604,0.59,894,822,752,552,641,126,174,168,0,0.155,94,V,33
64270,689,0.674,762,641,641,678,742,221,166,215,3,0.433,116,V,33
64280,614,0.6,792,695,771,742,723,191,111,164,0,0.043,69,V,33
64290,578,0.565,884,734,526,750,520,224,171,239,0,0.116,83,V,33
64300,571,0.558,541,620,710,689,803,215,209,212,0,0.0,67,V,33
64310,649,0.634,628,578,722,708,889,167,131,156,1,0.151,63,V,33
64320,733,0.717,713,592,607,703,775,113,94,130,5,0.655,43,V,33
64330,742,0.725,879,549,738,734,818,129,172,153,5,0.69,75,V,33
64340,646,0.631,599,853,726,654,529,239,101,148,1,0.201,60,V,33
64350,605,0.591,839,729,658,856,594,225,108,203,0,0.075,100,V,33
64360,561,0.548,592,688,570,643,627,91,141,185,0,0.149,99,V,33
64370,613,0.599,594,571,609,781,865,191,238,205,0,0.086,110,V,33
64380,690,0.674,837,742,618,805,627,163,192,243,3,0.397,91,V,33
64390,748,0.731,731,824,851,657,595,147,101,138,5,0.687,47,V,33
64400,648,0.633,728,811,688,585,564,182,249,191,1,0.122,88,V,33
64410,686,0.671,635,813,713,861,740,133,164,127,3,0.451,93,V,33
64420,650,0.635,865,580,627,658,736,220,138,161,2,0.383,70,V,33
64430,602,0.588,594,621,846,620,535,202,113,200,0,0.166,100,V,33
64440,552,0.54,505,759,600,808,858,150,245,243,0,0.117,73,V,33
64450,677,0.662,526,538,806,774,595,167,241,168,3,0.417,63,V,33
64460,643,0.629,742,697,529,706,720,133,194,157,1,0.292,64,V,33
64470,674,0.659,760,501,866,579,858,203,245,203,2,0.417,56,V,33
64480,683,0.668,722,569,791,891,592,152,217,103,3,0.512,102,V,33
64490,569,0.556,788,513,554,792,715,184,163,192,0,0.009,45,V,33
64500,599,0.586,727,583,697,699,834,165,235,179,0,0.083,83,V,33
64510,606,0.592,653,524,770,701,858,177,156,183,0,0.108,104,V,33
64520,660,0.645,622,553,705,666,775,168,90,206,2,0.254,91,V,33
64530,618,0.604,506,639,885,858,723,148,170,174,0,0.056,115,V,33
64540,570,0.557,808,753,646,502,687,160,173,179,0,0.15,112,V,33
64550,665,0.65,684,828,539,805,702,226,229,128,2,0.327,91,V,33
64560,662,0.647,738,815,707,708,746,86,198,110,2,0.272,43,V,33
64570,680,0.665,780,788,594,843,881,117,189,204,3,0.5,43,V,33
64580,650,0.635,816,692,580,865,833,140,208,85,2,0.347,113,V,33
64590,632,0.618,527,639,820,734,592,216,161,141,1,0.193,55,V,33
64600,745,0.728,734,534,626,838,846,82,207,132,5,0.78,98,V,33
64610,586,0.573,706,600,714,799,563,203,85,148,0,0.133,60,V,33
64620,634,0.62,523,614,591,830,690,101,189,113,1,0.261,76,V,33
64630,628,0.614,720,725,860,798,777,170,222,100,1,0.169,91,V,33
64640,695,0.679,826,707,873,506,668,217,219,170,3,0.45,67,V,33
64650,695,0.679,684,677,626,544,689,185,189,134,3,0.375,77,V,33
64660,564,0.551,648,648,750,753,713,187,114,204,0,0.161,43,V,33
64670,689,0.674,553,785,764,774,835,237,189,124,3,0.364,62,V,33
64680,744,0.727,618,693,542,757,675,119,178,196,5,0.763,75,V,33
64690,691,0.675,624,856,788,863,646,133,175,171,3,0.411,100,V,33
64700,719,0.703,724,733,773,720,864,151,192,127,4,0.614,75,V,33
64710,722,0.706,893,892,644,749,532,144,227,205,4,0.589,55,V,33
64720,678,0.663,662,628,670,824,574,175,223,200,3,0.49,106,V,33
64730,740,0.723,571,551,654,819,800,105,220,237,5,0.744,117,V,33
64740,721,0.705,601,764,675,851,683,147,213,168,4,0.664,106,V,33
64750,627,0.613,785,556,554,501,803,101,220,168,1,0.121,82,V,33
64760,623,0.609,804,735,664,716,863,114,98,107,0,0.108,96,V,33
64770,720,0.704,876,687,637,834,851,103,207,237,4,0.485,84,V,33
64780,667,0.652,815,871,808,858,780,181,211,171,2,0.241,113,V,33
64790,551,0.539,759,834,793,532,517,183,239,194,0,0.061,119,V,33
64800,600,0.587,818,546,896,551,848,131,185,177,0,0.092,100,V,33
64810,745,0.728,722,814,626,824,625,209,123,207,5,0.78,77,V,33
64820,704,0.688,590,881,514,681,818,141,157,97,4,0.587,68,V,33
64830,573,0.56,793,633,745,701,521,240,125,184,0,0.048,81,V,33
64840,634,0.62,811,576,541,512,809,219,114,162,1,0.256,48,V,33
64850,589,0.576,872,626,668,762,721,134,200,158,0,0.187,52,V,33
64860,697,0.681,734,685,778,680,792,99,199,226,3,0.558,57,V,33
64870,749,0.732,801,675,519,571,604,241,183,86,5,0.746,89,V,33
64880,622,0.608,766,703,891,531,690,142,224,233,0,0.049,90,V,33
64890,571,0.558,850,833,709,752,859,224,120,155,0,0.112,78,V,33
64900,698,0.682,691,833,565,676,826,110,171,248,3,0.468,111,V,33
64910,623,0.609,610,881,593,864,859,248,120,84,0,0.089,45,V,33
64920,637,0.623,865,582,739,622,664,143,176,148,1,0.286,112,V,33
64930,591,0.578,811,840,863,840,590,112,105,96,0,0.097,60,V,33
64940,628,0.614,543,693,570,535,545,146,82,198,1,0.134,72,V,33
64950,714,0.698,663,790,774,544,867,225,234,173,4,0.606,70,V,33
64960,699,0.683,509,872,507,533,733,225,91,175,3,0.536,41,V,33
64970,625,0.611,826,834,501,526,652,219,224,174,1,0.313,79,V,33
64980,577,0.564,748,571,807,897,633,97,116,178,0,0.103,74,V,33
64990,659,0.644,587,509,550,611,836,131,143,112,2,0.284,56,V,33
65000,726,0.71,863,729,626,762,867,206,89,110,5,0.734,64,V,33
65010,720,0.704,630,810,803,820,734,192,194,139,4,0.51,53,V,33
65020,630,0.616,513,892,840,672,501,239,87,115,1,0.147,76,V,33
65030,698,0.682,508,539,753,525,896,104,194,170,3,0.492,54,V,33
65040,570,0.557,588,795,674,841,560,93,167,146,0,0.151,115,V,33
65050,693,0.677,826,773,522,525,729,209,229,194,3,0.415,77,V,33
65060,705,0.689,562,772,742,867,686,194,81,178,4,0.534,118,V,33
65070,665,0.65,755,608,746,725,677,222,225,156,2,0.402,77,V,33
65080,697,0.681,781,620,836,653,773,214,114,91,3,0.549,83,V,33
65090,678,0.663,780,835,748,877,770,154,180,210,3,0.525,84,V,33
65100,728,0.712,669,519,744,706,615,246,178,108,5,0.635,59,V,33
65110,645,0.63,511,811,870,767,552,177,87,137,1,0.124,63,V,33
65120,678,0.663,588,577,727,569,672,216,191,208,3,0.456,112,V,33
65130,725,0.709,773,604,847,807,757,180,243,127,5,0.69,74,V,33
65140,643,0.629,614,571,835,793,653,110,87,114,1,0.204,73,V,33
65150,657,0.642,807,639,860,654,646,136,133,94,2,0.412,76,V,33
65160,593,0.58,846,857,883,839,648,108,186,94,0,0.109,107,V,33
65170,613,0.599,769,664,553,814,627,134,118,156,0,0.041,58,V,33
65180,713,0.697,679,799,801,596,667,159,226,123,4,0.529,59,V,33
65190,660,0.645,762,797,561,728,738,81,156,125,2,0.283,77,V,33
65200,724,0.708,862,640,559,554,606,110,176,221,4,0.598,44,V,33
65210,730,0.714,664,595,502,704,894,121,245,231,5,0.697,48,V,33
65220,695,0.679,765,639,743,802,737,162,196,89,3,0.52,40,V,33
65230,620,0.606,618,618,894,626,759,165,89,212,0,0.188,100,V,33
65240,625,0.611,748,556,664,837,695,102,149,86,1,0.277,58,V,33
65250,666,0.651,739,841,834,814,569,85,155,211,2,0.402,109,V,33
65260,738,0.721,870,856,729,641,610,162,86,140,5,0.797,111,V,33
65270,732,0.716,854,738,552,719,582,107,125,202,5,0.665,106,V,33
65280,716,0.7,713,583,526,534,802,131,148,120,4,0.534,89,V,33
65290,669,0.654,791,699,590,825,651,243,212,227,2,0.415,92,V,33
65300,717,0.701,597,858,623,677,829,242,143,244,4,0.493,84,V,33
65310,659,0.644,856,840,654,747,692,152,82,138,2,0.253,69,V,33
65320,565,0.552,784,705,715,599,523,86,180,125,0,0.147,87,V,33
65330,592,0.579,554,820,655,796,533,138,142,233,0,0.076,116,V,33
65340,605,0.591,505,535,625,728,686,138,147,131,0,0.195,107,V,33
65350,656,0.641,845,852,744,567,653,152,120,212,2,0.24,92,V,33
65360,642,0.628,601,859,847,774,617,144,148,132,1,0.223,58,V,33
65370,725,0.709,565,700,517,835,794,206,130,206,5,0.764,62,V,33
65380,736,0.719,597,680,833,704,803,161,227,242,5,0.742,72,V,33
65390,648,0.633,501,831,589,625,520,84,107,166,1,0.138,87,V,33
65400,648,0.633,749,825,582,735,667,85,221,198,1,0.177,106,V,33
65410,718,0.702,523,670,608,709,594,233,108,81,4,0.61,69,V,33
65420,660,0.645,573,575,711,617,732,98,133,199,2,0.243,62,V,33
65430,582,0.569,821,706,894,589,645,144,239,211,0,0.191,75,V,33
65440,734,0.717,869,660,730,641,738,116,212,129,5,0.615,100,V,33
65450,650,0.635,853,642,792,782,611,80,236,204,2,0.346,111,V,33
65460,578,0.565,658,793,507,594,664,175,105,192,0,0.016,50,V,33
65470,582,0.569,885,612,816,631,511,236,186,182,0,0.164,81,V,33
65480,727,0.711,565,634,624,556,801,101,218,240,5,0.636,93,V,33
65490,617,0.603,513,886,613,526,759,207,143,165,0,0.106,81,V,33
65500,712,0.696,774,615,593,568,786,174,228,189,4,0.635,104,V,33
65510,711,0.695,535,729,540,661,652,144,155,203,4,0.551,61,V,33
65520,670,0.655,777,688,625,739,693,148,89,90,2,0.254,67,V,33
65530,593,0.58,608,848,589,784,791,114,192,87,0,0.025,55,V,33
65540,693,0.677,555,540,576,507,809,169,199,212,3,0.545,48,V,33
65550,620,0.606,785,836,607,594,820,109,126,174,0,0.013,70,V,33
65560,624,0.61,861,835,636,721,703,140,176,85,0,0.111,84,V,33
65570,586,0.573,845,733,700,601,609,232,129,202,0,0.007,110,V,33
65580,580,0.567,659,870,803,710,644,136,240,226,0,0.122,54,V,33
65590,713,0.697,723,723,731,553,535,132,153,123,4,0.634,72,V,33
65600,593,0.58,550,598,841,550,634,208,220,127,0,0.191,86,V,33
65610,575,0.562,549,628,864,818,644,224,246,122,0,0.027,115,V,33
65620,678,0.663,557,553,723,702,632,141,206,150,3,0.419,85,V,33
65630,705,0.689,877,583,650,659,581,112,168,239,4,0.658,89,V,33
65640,568,0.555,502,615,846,798,656,187,123,131,0,0.016,67,V,33
65650,711,0.695,809,757,869,719,516,225,107,107,4,0.559,91,V,33
65660,634,0.62,760,800,709,807,561,84,186,90,1,0.159,42,V,33
65670,609,0.595,565,684,516,886,886,119,159,155,0,0.016,102,V,33
65680,678,0.663,806,759,708,710,631,246,163,128,3,0.439,96,V,33
65690,588,0.575,644,642,746,860,655,95,213,171,0,0.063,71,V,33
65700,588,0.575,644,545,871,808,869,130,225,99,0,0.178,44,V,33
65710,652,0.637,767,580,657,723,899,81,204,196,2,0.367,42,V,33
65720,730,0.714,810,715,548,716,558,139,168,157,5,0.678,85,V,33
65730,676,0.661,706,659,821,584,503,236,172,102,3,0.554,42,V,33
65740,698,0.682,579,543,717,698,679,224,91,212,3,0.407,119,V,33
65750,621,0.607,719,801,571,848,620,97,123,122,0,0.178,119,V,33
65760,628,0.614,576,649,751,559,712,142,103,108,1,0.128,40,V,33
65770,622,0.608,776,705,655,645,852,131,145,194,0,0.176,101,V,33
65780,747,0.73,810,578,510,643,743,164,106,101,5,0.611,42,V,33
65790,698,0.682,542,697,588,732,792,173,118,227,3,0.453,104,V,33
65800,570,0.557,509,544,592,502,542,120,200,186,0,0.009,80,V,33
65810,723,0.707,899,623,612,876,546,235,107,154,4,0.67,50,V,33
65820,733,0.717,748,703,699,556,573,198,138,114,5,0.653,91,V,33
65830,607,0.593,718,731,757,783,825,142,139,169,0,0.064,75,V,33
65840,739,0.722,871,542,632,717,702,95,131,150,5,0.787,42,V,33
65850,600,0.587,659,632,746,873,670,219,238,229,0,0.001,98,V,33
65860,596,0.583,860,804,811,530,746,149,155,160,0,0.052,113,V,33
65870,553,0.541,642,885,811,635,771,103,134,148,0,0.174,117,V,33
65880,609,0.595,658,519,553,892,743,241,159,223,0,0.055,109,V,33
65890,584,0.571,604,630,776,890,833,237,101,221,0,0.019,94,V,33
65900,682,0.667,696,870,558,733,892,181,116,147,3,0.497,59,V,33
65910,573,0.56,879,698,625,804,755,215,154,189,0,0.198,112,V,33
65920,630,0.616,704,864,644,806,501,237,239,129,1,0.189,110,V,33
65930,632,0.618,544,698,674,532,883,177,231,114,1,0.139,103,V,33
65940,650,0.635,815,708,528,773,685,127,90,210,2,0.248,81,V,33
65950,590,0.577,542,846,786,783,550,106,88,200,0,0.067,77,V,33
65960,606,0.592,674,613,717,745,567,130,137,127,0,0.165,98,V,33
65970,692,0.676,610,611,721,705,571,200,174,81,3,0.466,118,V,33
65980,720,0.704,547,699,556,695,511,147,153,108,4,0.677,68,V,33
65990,656,0.641,746,755,896,597,545,99,138,199,2,0.401,75,V,33
66000,680,0.665,799,682,815,886,584,161,238,140,3,0.427,88,W,34
66010,580,0.567,827,844,801,711,638,183,144,224,0,0.183,67,W,34
66020,623,0.609,508,661,722,630,628,139,176,129,0,0.076,47,W,34
66030,646,0.631,836,508,777,893,822,88,126,119,1,0.156,75,W,34
66040,551,0.539,838,660,563,754,618,190,241,235,0,0.152,119,W,34
66050,627,0.613,505,894,545,775,612,95,127,192,1,0.238,43,W,34
66060,658,0.643,694,784,648,797,883,129,168,205,2,0.415,42,W,34
66070,656,0.641,760,722,780,790,734,144,118,202,2,0.405,57,W,34
66080,649,0.634,884,636,668,850,777,99,200,219,1,0.12,113,W,34
66090,709,0.693,561,632,619,799,656,112,166,179,4,0.543,52,W,34
66100,705,0.689,727,773,730,565,727,224,240,178,4,0.661,72,W,34
66110,707,0.691,521,624,680,543,830,193,241,107,4,0.581,74,W,34
66120,656,0.641,777,716,584,780,836,158,248,86,2,0.349,98,W,34
66130,744,0.727,788,855,859,815,580,201,137,123,5,0.669,87,W,34
66140,702,0.686,812,512,832,767,723,187,195,107,4,0.677,94,W,34
66150,665,0.65,702,541,688,579,537,160,188,193,2,0.428,44,W,34
66160,712,0.696,803,734,769,553,653,197,188,121,4,0.672,57,W,34
66170,599,0.586,624,841,648,661,716,119,198,190,0,0.107,69,W,34
66180,574,0.561,784,566,684,802,715,184,224,188,0,0.021,89,W,34
66190,682,0.667,768,690,794,516,731,178,159,138,3,0.45,47,W,34
66200,694,0.678,622,550,579,750,691,153,202,190,3,0.411,110,W,34
66210,569,0.556,704,528,509,508,863,142,112,231,0,0.183,119,W,34
66220,739,0.722,833,625,874,521,650,105,128,229,5,0.779,106,W,34
66230,694,0.678,641,563,672,691,657,220,233,239,3,0.37,85,W,34
66240,583,0.57,607,871,703,714,527,98,177,151,0,0.039,73,W,34
66250,620,0.606,782,550,583,553,622,96,151,193,0,0.141,40,W,34
66260,684,0.669,563,891,651,884,726,148,111,80,3,0.552,105,W,34
66270,686,0.671,703,573,651,860,869,226,130,160,3,0.483,41,W,34
66280,652,0.637,633,689,565,763,823,129,174,115,2,0.244,47,W,34
66290,694,0.678,686,731,833,891,877,168,122,142,3,0.429,51,W,34
66300,605,0.591,548,894,526,892,581,115,197,236,0,0.154,107,W,34
66310,577,0.564,691,651,600,899,777,126,96,208,0,0.139,70,W,34
66320,569,0.556,760,753,514,524,662,187,134,142,0,0.146,86,W,34
66330,613,0.599,521,605,832,829,835,206,209,205,0,0.024,64,W,34
66340,577,0.564,836,514,682,875,793,230,93,111,0,0.109,83,W,34
66350,667,0.652,615,622,871,601,503,194,138,154,2,0.267,68,W,34
66360,553,0.541,759,895,740,802,890,219,150,133,0,0.053,97,W,34
66370,714,0.698,555,572,596,857,579,110,94,209,4,0.488,52,W,34
66380,725,0.709,531,680,605,736,520,120,166,245,5,0.782,72,W,34
66390,585,0.572,532,528,850,556,827,169,193,194,0,0.027,82,W,34
66400,703,0.687,871,752,858,757,589,97,124,94,4,0.65,46,W,34
66410,704,0.688,539,772,659,643,690,157,184,161,4,0.605,91,W,34
66420,598,0.585,548,653,678,798,825,150,88,169,0,0.066,41,W,34
66430,731,0.715,694,764,767,742,664,244,183,135,5,0.725,102,W,34
66440,595,0.582,680,559,743,725,531,170,140,173,0,0.149,43,W,34
66450,604,0.59,796,751,638,770,856,146,191,237,0,0.036,96,W,34
66460,582,0.569,820,500,630,508,531,156,124,174,0,0.117,96,W,34
66470,703,0.687,616,859,529,870,824,231,153,143,4,0.677,74,W,34
66480,604,0.59,729,762,538,603,851,222,228,113,0,0.119,74,W,34
66490,605,0.591,582,762,808,737,671,185,121,97,0,0.173,45,W,34
66500,746,0.729,897,596,552,776,896,222,178,163,5,0.647,104,W,34
66510,680,0.665,644,644,775,759,830,94,136,106,3,0.443,59,W,34
66520,628,0.614,889,517,841,804,712,231,90,225,1,0.308,74,W,34
66530,577,0.564,843,663,608,523,660,195,244,220,0,0.077,55,W,34
66540,622,0.608,549,610,512,570,700,114,103,118,0,0.148,58,W,34
66550,723,0.707,504,831,859,889,837,86,94,152,4,0.546,59,W,34
66560,553,0.541,701,605,539,564,534,123,86,229,0,0.168,62,W,34
66570,569,0.556,531,852,663,852,660,148,161,88,0,0.159,81,W,34
66580,676,0.661,706,609,631,730,571,231,151,203,3,0.416,108,W,34
66590,732,0.716,853,642,550,622,549,162,104,118,5,0.648,107,W,34
66600,668,0.653,861,768,665,535,875,188,203,98,2,0.256,76,W,34
66610,742,0.725,584,732,538,541,689,132,129,184,5,0.639,108,W,34
66620,679,0.664,517,559,871,641,617,247,109,108,3,0.477,68,W,34
66630,639,0.625,609,557,615,539,764,200,189,187,1,0.169,116,W,34
66640,627,0.613,594,898,533,741,817,153,136,228,1,0.278,93,W,34
66650,717,0.701,519,608,698,732,671,96,121,235,4,0.632,60,W,34
66660,660,0.645,803,814,627,867,551,96,117,208,2,0.356,114,W,34
66670,593,0.58,587,519,568,669,653,128,185,150,0,0.021,57,W,34
66680,558,0.545,821,745,815,607,792,108,142,94,0,0.026,48,W,34
66690,550,0.538,620,508,812,683,647,200,81,80,0,0.122,113,W,34
66700,568,0.555,517,779,626,807,713,99,218,152,0,0.061,118,W,34
66710,690,0.674,505,780,818,674,514,133,207,93,3,0.447,73,W,34
66720,655,0.64,771,694,737,602,806,210,156,207,2,0.356,90,W,34
66730,589,0.576,528,731,644,748,592,148,164,145,0,0.044,62,W,34
66740,700,0.684,634,689,533,857,604,192,130,149,4,0.54,119,W,34
66750,645,0.63,557,619,670,610,560,245,235,120,1,0.291,112,W,34
66760,639,0.625,736,845,824,876,836,105,233,186,1,0.239,112,W,34
66770,637,0.623,604,572,871,887,756,213,108,210,1,0.272,81,W,34
66780,608,0.594,793,541,747,549,769,205,179,112,0,0.079,59,W,34
66790,633,0.619,822,825,720,666,670,246,192,164,1,0.167,83,W,34
66800,599,0.586,875,871,817,717,758,215,127,193,0,0.123,80,W,34
66810,606,0.592,724,840,845,874,833,107,171,164,0,0.126,98,W,34
66820,706,0.69,793,820,781,742,526,230,101,180,4,0.648,106,W,34
66830,631,0.617,597,514,881,613,603,130,232,224,1,0.152,91,W,34
66840,734,0.717,665,568,622,536,734,154,187,241,5,0.724,74,W,34
66850,723,0.707,617,643,843,658,769,126,239,186,4,0.618,116,W,34
66860,673,0.658,623,683,663,872,669,161,226,214,2,0.267,94,W,34
66870,625,0.611,702,619,528,661,661,165,81,234,1,0.285,86,W,34
66880,606,0.592,621,644,853,653,880,217,118,88,0,0.013,64,W,34
66890,662,0.647,846,638,643,651,741,243,225,227,2,0.324,47,W,34
66900,674,0.659,577,802,715,618,728,231,126,97,2,0.34,71,W,34
66910,719,0.703,595,664,532,884,739,171,234,96,4,0.537,85,W,34
66920,644,0.63,661,758,555,639,525,231,139,137,1,0.319,102,W,34
66930,575,0.562,865,548,798,710,520,220,178,210,0,0.094,71,W,34
66940,685,0.67,506,727,598,686,629,148,145,97,3,0.421,118,W,34
66950,657,0.642,815,809,539,670,649,83,100,230,2,0.356,81,W,34
66960,693,0.677,595,535,621,772,681,170,214,197,3,0.532,80,W,34
66970,667,0.652,839,751,812,598,788,105,167,103,2,0.262,70,W,34
66980,622,0.608,693,697,652,515,608,213,166,190,0,0.083,108,W,34
66990,639,0.625,768,890,739,517,600,124,231,111,1,0.221,46,W,34
67000,671,0.656,865,689,513,764,855,169,172,95,2,0.343,63,W,34
67010,628,0.614,749,869,637,523,740,215,80,153,1,0.229,113,W,34
67020,580,0.567,729,576,561,534,671,239,101,214,0,0.198,45,W,34
67030,561,0.548,886,599,542,829,763,220,226,102,0,0.029,82,W,34
67040,691,0.675,842,654,639,545,610,125,161,223,3,0.418,97,W,34
67050,720,0.704,524,601,642,573,543,216,171,161,4,0.563,50,W,34
67060,615,0.601,777,586,864,845,540,202,191,172,0,0.169,87,W,34
67070,708,0.692,847,697,691,811,890,149,242,100,4,0.624,86,W,34
67080,694,0.678,732,589,732,772,752,232,241,105,3,0.46,45,W,34
67090,680,0.665,814,611,579,547,650,170,212,245,3,0.385,115,W,34
67100,694,0.678,733,764,715,844,673,116,214,96,3,0.557,80,W,34
67110,606,0.592,544,572,864,865,891,189,188,170,0,0.156,49,W,34
67120,593,0.58,803,826,501,579,617,85,159,168,0,0.039,84,W,34
